	Security	Holder	Weight
3060	ECL UN Equity	Rothschild Capital Partners LLC	0.0370
3061	ED UN Equity	AQR Capital Management LLC	0.0022
3062	ED UN Equity	Renaissance Technologies LLC	0.0010
3063	ED UN Equity	DE Shaw & Co LP	0.0000
3064	ED UN Equity	MARSHALL WACE	0.0000
3065	ED UN Equity	Millennium Management LLC/NY	0.0003
3066	ED UN Equity	Arrowstreet Capital LP	0.0003
3067	ED UN Equity	Verition Fund Management LLC	0.0029
3068	ED UN Equity	Two Sigma Investments LP	0.0000
3069	ED UN Equity	Corient Private Wealth LLC	0.0003
3070	ED UN Equity	Citadel Advisors LLC	0.0002
3071	ED UN Equity	Squarepoint Ops LLC	0.0006
3072	ED UN Equity	Cubist Systematic Strategies LLC	0.0011
3073	ED UN Equity	Gotham Asset Management LLC	0.0013
3074	ED UN Equity	Element Capital Management LLC	0.0028
3075	ED UN Equity	Zimmer Partners LP	0.0009
3076	ED UN Equity	Greenland Capital Management LP	0.0058
3077	ED UN Equity	TWIN Capital Management Inc	0.0041
3078	ED UN Equity	Yaupon Capital Management LP	0.0037
3079	ED UN Equity	Bridgewater Associates LP	0.0002
3080	ED UN Equity	Sherbrooke Park Advisers LLC	0.0127
3081	EFX UN Equity	Cantillon Capital Management LLC	0.0340
3082	EFX UN Equity	Farallon Capital Management LLC	0.0174
3083	EFX UN Equity	MARSHALL WACE	0.0000
3084	EFX UN Equity	Kensico Capital Management Corp	0.0337
3085	EFX UN Equity	GFI Investment Counsel Ltd	0.1034
3086	EFX UN Equity	Frontier Capital Management Co LLC	0.0065
3087	EFX UN Equity	Palestra Capital Management LLC	0.0325
3088	EFX UN Equity	Verition Fund Management LLC	0.0029
3089	EFX UN Equity	Greenhouse Funds LLLP	0.0116
3090	EFX UN Equity	Adage Capital Management LP	0.0000
3091	EFX UN Equity	Schonfeld Strategic Advisors LLC	0.0009
3092	EFX UN Equity	Squarepoint Ops LLC	0.0003
3093	EFX UN Equity	Corient Private Wealth LLC	0.0001
3094	EFX UN Equity	Peak6 Group LLC	0.0030
3095	EFX UN Equity	NewEdge Wealth LLC	0.0011
3096	EFX UN Equity	Millennium Management LLC/NY	0.0000
3097	EFX UN Equity	Lindsell Train Ltd	0.0004
3098	EFX UN Equity	Bayesian Capital Management LP	0.0020
3099	EFX UN Equity	DE Shaw & Co LP	0.0000
3100	EFX UN Equity	Kovitz Investment Group Partners L	0.0002
3101	EG UN Equity	Viking Global Investors LP	0.0145
3102	EG UN Equity	Bain Capital Public Equity Managem	0.0908
3103	EG UN Equity	AQR Capital Management LLC	0.0029
3104	EG UN Equity	Adage Capital Management LP	0.0000
3105	EG UN Equity	Egerton Capital UK LLP	0.0102
3106	EG UN Equity	Zimmer Partners LP	0.0179
3107	EG UN Equity	Two Sigma Investments LP	0.0000
3108	EG UN Equity	Point72 Asset Management LP	0.0000
3109	EG UN Equity	Citadel Advisors LLC	0.0005
3110	EG UN Equity	Junto Capital Management LP	0.0115
3111	EG UN Equity	MARSHALL WACE	0.0000
3112	EG UN Equity	Echo Street Capital Management LLC	0.0034
3113	EG UN Equity	Balyasny Asset Management LP	0.0010
3114	EG UN Equity	Schonfeld Strategic Advisors LLC	0.0028
3115	EG UN Equity	Zweig-Dimenna Associates LLC	0.0437
3116	EG UN Equity	Moore Capital Management LP	0.0061
3117	EG UN Equity	TwinBeech Capital LP	0.0045
3118	EG UN Equity	Tudor Investment Corp	0.0030
3119	EG UN Equity	Ghisallo Capital Management LLC	0.0203
3120	EG UN Equity	Capital Fund Management SA	0.0025
3121	EIX UN Equity	Electron Capital Partners LLC	0.0640
3122	EIX UN Equity	Douglas Lane & Associates LLC	0.0060
3123	EIX UN Equity	Millennium Management LLC/NY	0.0003
3124	EIX UN Equity	Adage Capital Management LP	0.0000
3125	EIX UN Equity	Capital Fund Management SA	0.0022
3126	EIX UN Equity	Verition Fund Management LLC	0.0017
3127	EIX UN Equity	VeriStar Capital Management LP	0.0766
3128	EIX UN Equity	Lighthouse Investment Partners LLC	0.0058
3129	EIX UN Equity	Azimut Holding SpA	0.0000
3130	EIX UN Equity	American Assets Investment Managem	0.0076
3131	EIX UN Equity	Contravisory Investment Management	0.0175
3132	EIX UN Equity	Zimmer Partners LP	0.0014
3133	EIX UN Equity	Tudor Investment Corp	0.0010
3134	EIX UN Equity	Corient Private Wealth LLC	0.0001
3135	EIX UN Equity	Element Capital Management LLC	0.0023
3136	EIX UN Equity	Hudson Bay Capital Management LP	0.0003
3137	EIX UN Equity	Redwood Investment Management LLC	0.0019
3138	EIX UN Equity	Lyxor Asset Management SASU	0.0000
3139	EIX UN Equity	Ellevate Financial Inc	0.0012
3140	EIX UN Equity	Boothbay Fund Management LLC	0.0005
3141	EL UN Equity	Citadel Advisors LLC	0.0016
3142	EL UN Equity	Bridgewater Associates LP	0.0062
3143	EL UN Equity	Williams Jones Wealth Management L	0.0115
3144	EL UN Equity	Corient Private Wealth LLC	0.0012
3145	EL UN Equity	Millennium Management LLC/NY	0.0004
3146	EL UN Equity	Adage Capital Management LP	0.0000
3147	EL UN Equity	DE Shaw & Co LP	0.0000
3148	EL UN Equity	Azimut Holding SpA	0.0000
3149	EL UN Equity	Twin Tree Management LP	0.0048
3150	EL UN Equity	Nekton Capital Ltd	0.0210
3151	EL UN Equity	Douglas Lane & Associates LLC	0.0015
3152	EL UN Equity	Landscape Capital Management LLC	0.0153
3153	EL UN Equity	Capital Fund Management SA	0.0016
3154	EL UN Equity	Schonfeld Strategic Advisors LLC	0.0007
3155	EL UN Equity	Squarepoint Ops LLC	0.0004
3156	EL UN Equity	Azimuth Capital Investment Managem	0.0034
3157	EL UN Equity	Element Capital Management LLC	0.0043
3158	EL UN Equity	Tenere Capital LLC	0.0311
3159	EL UN Equity	Alley Investment Management Co LLC	0.0085
3160	EL UN Equity	AQR Capital Management LLC	0.0001
3161	ELV UN Equity	Viking Global Investors LP	0.0256
3162	ELV UN Equity	Two Sigma Investments LP	0.0000
3163	ELV UN Equity	Arrowstreet Capital LP	0.0046
3164	ELV UN Equity	D1 Capital Partners LP	0.0589
3165	ELV UN Equity	MARSHALL WACE	0.0000
3166	ELV UN Equity	Farallon Capital Management LLC	0.0138
3167	ELV UN Equity	Renaissance Technologies LLC	0.0022
3168	ELV UN Equity	Citadel Advisors LLC	0.0016
3169	ELV UN Equity	DE Shaw & Co LP	0.0000
3170	ELV UN Equity	Steadfast Capital Management LP	0.0299
3171	ELV UN Equity	AQR Capital Management LLC	0.0023
3172	ELV UN Equity	Locust Wood Capital Advisers LLC	0.0538
3173	ELV UN Equity	Millennium Management LLC/NY	0.0011
3174	ELV UN Equity	Adage Capital Management LP	0.0000
3175	ELV UN Equity	Holocene Advisors LP	0.0040
3176	ELV UN Equity	Squarepoint Ops LLC	0.0049
3177	ELV UN Equity	Eminence Capital LP	0.0129
3178	ELV UN Equity	Cubist Systematic Strategies LLC	0.0078
3179	ELV UN Equity	TwinBeech Capital LP	0.0125
3180	ELV UN Equity	140 Summer Partners LP	0.1375
3181	EMN UN Equity	Millennium Management LLC/NY	0.0023
3182	EMN UN Equity	Balyasny Asset Management LP	0.0020
3183	EMN UN Equity	Two Sigma Investments LP	0.0000
3184	EMN UN Equity	AQR Capital Management LLC	0.0008
3185	EMN UN Equity	Atlantic Investment Management Inc	0.1641
3186	EMN UN Equity	DE Shaw & Co LP	0.0000
3187	EMN UN Equity	Cubist Systematic Strategies LLC	0.0017
3188	EMN UN Equity	Invenomic Capital Management LP	0.0073
3189	EMN UN Equity	Renaissance Technologies LLC	0.0002
3190	EMN UN Equity	SIR Capital Management LP	0.0124
3191	EMN UN Equity	Tudor Investment Corp	0.0018
3192	EMN UN Equity	Adage Capital Management LP	0.0000
3193	EMN UN Equity	Citadel Advisors LLC	0.0001
3194	EMN UN Equity	Holocene Advisors LP	0.0003
3195	EMN UN Equity	Corient Private Wealth LLC	0.0001
3196	EMN UN Equity	Weiss Multi-Strategy Advisers LLC	0.0006
3197	EMN UN Equity	Gotham Asset Management LLC	0.0006
3198	EMN UN Equity	Teza Capital Management LLC	0.0025
3199	EMN UN Equity	Cipher Capital LP	0.0042
3200	EMN UN Equity	Schonfeld Strategic Advisors LLC	0.0002
3201	EMR UN Equity	Two Sigma Investments LP	0.0000
3202	EMR UN Equity	Citadel Advisors LLC	0.0028
3203	EMR UN Equity	DE Shaw & Co LP	0.0000
3204	EMR UN Equity	Viking Global Investors LP	0.0070
3205	EMR UN Equity	Millennium Management LLC/NY	0.0013
3206	EMR UN Equity	TOMS Capital Investment Management	0.0784
3207	EMR UN Equity	Point72 Asset Management LP	0.0000
3208	EMR UN Equity	Corient Private Wealth LLC	0.0018
3209	EMR UN Equity	Adage Capital Management LP	0.0000
3210	EMR UN Equity	Nekton Capital Ltd	0.0861
3211	EMR UN Equity	Holocene Advisors LP	0.0022
3212	EMR UN Equity	Balyasny Asset Management LP	0.0014
3213	EMR UN Equity	Arrowstreet Capital LP	0.0006
3214	EMR UN Equity	ExodusPoint Capital Management LP	0.0044
3215	EMR UN Equity	Schonfeld Strategic Advisors LLC	0.0026
3216	EMR UN Equity	Berkshire Asset Management LLC	0.0168
3217	EMR UN Equity	Tocqueville Asset Management LP	0.0030
3218	EMR UN Equity	TwinBeech Capital LP	0.0032
3219	EMR UN Equity	Verition Fund Management LLC	0.0024
3220	EMR UN Equity	Cubist Systematic Strategies LLC	0.0014
3221	ENPH UQ Equity	Coatue Management LLC	0.0050
3222	ENPH UQ Equity	Alyeska Investment Group LP	0.0047
3223	ENPH UQ Equity	Millennium Management LLC/NY	0.0005
3224	ENPH UQ Equity	DE Shaw & Co LP	0.0000
3225	ENPH UQ Equity	Renaissance Technologies LLC	0.0006
3226	ENPH UQ Equity	Squarepoint Ops LLC	0.0025
3227	ENPH UQ Equity	Capital Fund Management SA	0.0046
3228	ENPH UQ Equity	Citadel Advisors LLC	0.0003
3229	ENPH UQ Equity	MARSHALL WACE	0.0000
3230	ENPH UQ Equity	Adage Capital Management LP	0.0000
3231	ENPH UQ Equity	Atika Capital Management LLC	0.0254
3232	ENPH UQ Equity	Two Sigma Investments LP	0.0000
3233	ENPH UQ Equity	AQR Capital Management LLC	0.0004
3234	ENPH UQ Equity	Corient Private Wealth LLC	0.0004
3235	ENPH UQ Equity	Azimuth Capital Investment Managem	0.0055
3236	ENPH UQ Equity	Bridgewater Associates LP	0.0007
3237	ENPH UQ Equity	LMCG Investments LLC	0.0045
3238	ENPH UQ Equity	Verition Fund Management LLC	0.0011
3239	ENPH UQ Equity	Lingotto Investment Management LLP	0.0043
3240	ENPH UQ Equity	Domini Impact Investments LLC	0.0000
3241	EOG UN Equity	DE Shaw & Co LP	0.0000
3242	EOG UN Equity	Citadel Advisors LLC	0.0008
3243	EOG UN Equity	AQR Capital Management LLC	0.0014
3244	EOG UN Equity	Douglas Lane & Associates LLC	0.0114
3245	EOG UN Equity	Renaissance Technologies LLC	0.0009
3246	EOG UN Equity	Millennium Management LLC/NY	0.0005
3247	EOG UN Equity	Corient Private Wealth LLC	0.0008
3248	EOG UN Equity	Squarepoint Ops LLC	0.0019
3249	EOG UN Equity	Adage Capital Management LP	0.0000
3250	EOG UN Equity	Bridgewater Associates LP	0.0017
3251	EOG UN Equity	Cubist Systematic Strategies LLC	0.0030
3252	EOG UN Equity	Northside Capital Management LLC	0.0658
3253	EOG UN Equity	TwinBeech Capital LP	0.0043
3254	EOG UN Equity	Kovitz Investment Group Partners L	0.0027
3255	EOG UN Equity	Berkshire Asset Management LLC	0.0096
3256	EOG UN Equity	Gotham Asset Management LLC	0.0033
3257	EOG UN Equity	Point72 Asset Management LP	0.0000
3258	EOG UN Equity	Nixon Capital LLC	0.0576
3259	EOG UN Equity	NewEdge Wealth LLC	0.0037
3260	EOG UN Equity	Armor Advisors LLC	0.1130
3261	EPAM UN Equity	Lone Pine Capital LLC	0.0199
3262	EPAM UN Equity	Alyeska Investment Group LP	0.0147
3263	EPAM UN Equity	Viking Global Investors LP	0.0070
3264	EPAM UN Equity	Renaissance Technologies LLC	0.0010
3265	EPAM UN Equity	Balyasny Asset Management LP	0.0015
3266	EPAM UN Equity	Southpoint Capital Advisors LP	0.0098
3267	EPAM UN Equity	Frontier Capital Management Co LLC	0.0043
3268	EPAM UN Equity	Wolf Hill Capital Management LP	0.0282
3269	EPAM UN Equity	Millennium Management LLC/NY	0.0003
3270	EPAM UN Equity	Squarepoint Ops LLC	0.0010
3271	EPAM UN Equity	TOBAM SAS	0.0116
3272	EPAM UN Equity	DE Shaw & Co LP	0.0000
3273	EPAM UN Equity	Adage Capital Management LP	0.0000
3274	EPAM UN Equity	Numerai GP LLC	0.0180
3275	EPAM UN Equity	Distillate Capital Partners LLC	0.0000
3276	EPAM UN Equity	Sora Investors LLC	0.0326
3277	EPAM UN Equity	Saba Capital Management LP	0.0022
3278	EPAM UN Equity	Tudor Investment Corp	0.0010
3279	EPAM UN Equity	Holocene Advisors LP	0.0002
3280	EPAM UN Equity	Citadel Advisors LLC	0.0001
3281	EQIX UW Equity	Coatue Management LLC	0.0188
3282	EQIX UW Equity	Alkeon Capital Management LLC	0.0150
3283	EQIX UW Equity	AEW Capital Management LP	0.0932
3284	EQIX UW Equity	Echo Street Capital Management LLC	0.0207
3285	EQIX UW Equity	Adage Capital Management LP	0.0000
3286	EQIX UW Equity	Douglas Lane & Associates LLC	0.0122
3287	EQIX UW Equity	Waterfront Capital Partners LLC	0.0516
3288	EQIX UW Equity	ExodusPoint Capital Management LP	0.0068
3289	EQIX UW Equity	Millennium Management LLC/NY	0.0005
3290	EQIX UW Equity	Point72 Asset Management LP	0.0000
3291	EQIX UW Equity	Archon Partners LLC	0.0348
3292	EQIX UW Equity	Polar Asset Management Partners In	0.0045
3293	EQIX UW Equity	AQR Capital Management LLC	0.0004
3294	EQIX UW Equity	Alyeska Investment Group LP	0.0012
3295	EQIX UW Equity	Cinctive Capital Management LP	0.0056
3296	EQIX UW Equity	Sandler Capital Management	0.0163
3297	EQIX UW Equity	Zimmer Partners LP	0.0022
3298	EQIX UW Equity	Cavalry Management Group LLC	0.0412
3299	EQIX UW Equity	DE Shaw & Co LP	0.0000
3300	EQIX UW Equity	Lighthouse Investment Partners LLC	0.0063
3301	EQR UN Equity	D1 Capital Partners LP	0.0369
3302	EQR UN Equity	Echo Street Capital Management LLC	0.0078
3303	EQR UN Equity	Waterfront Capital Partners LLC	0.0632
3304	EQR UN Equity	Millennium Management LLC/NY	0.0007
3305	EQR UN Equity	Weiss Multi-Strategy Advisers LLC	0.0122
3306	EQR UN Equity	Adage Capital Management LP	0.0000
3307	EQR UN Equity	Renaissance Technologies LLC	0.0006
3308	EQR UN Equity	Point72 Asset Management LP	0.0000
3309	EQR UN Equity	Balyasny Asset Management LP	0.0009
3310	EQR UN Equity	AEW Capital Management LP	0.0113
3311	EQR UN Equity	ExodusPoint Capital Management LP	0.0026
3312	EQR UN Equity	Lighthouse Investment Partners LLC	0.0149
3313	EQR UN Equity	Schonfeld Strategic Advisors LLC	0.0014
3314	EQR UN Equity	Governors Lane LP	0.0295
3315	EQR UN Equity	Citadel Advisors LLC	0.0001
3316	EQR UN Equity	Verition Fund Management LLC	0.0016
3317	EQR UN Equity	AQR Capital Management LLC	0.0002
3318	EQR UN Equity	Corient Private Wealth LLC	0.0002
3319	EQR UN Equity	American Assets Investment Managem	0.0073
3320	EQR UN Equity	Alyeska Investment Group LP	0.0004
3321	EQT UN Equity	Soroban Capital Partners LP	0.0314
3322	EQT UN Equity	Key Group Holdings Cayman Ltd	0.0682
3323	EQT UN Equity	Appaloosa LP	0.0157
3324	EQT UN Equity	Adage Capital Management LP	0.0000
3325	EQT UN Equity	Rokos Capital Management LLP	0.0138
3326	EQT UN Equity	Renaissance Technologies LLC	0.0010
3327	EQT UN Equity	Merewether Investment Management L	0.0478
3328	EQT UN Equity	Citadel Advisors LLC	0.0007
3329	EQT UN Equity	Woodline Partners LP	0.0067
3330	EQT UN Equity	Palo Duro Investment Partners LP	0.1547
3331	EQT UN Equity	Waratah Capital Advisors Ltd	0.0215
3332	EQT UN Equity	SIR Capital Management LP	0.0421
3333	EQT UN Equity	Owl Creek Asset Management LP	0.0265
3334	EQT UN Equity	MARSHALL WACE	0.0000
3335	EQT UN Equity	DE Shaw & Co LP	0.0000
3336	EQT UN Equity	HITE Hedge Asset Management LLC	0.0307
3337	EQT UN Equity	Holocene Advisors LP	0.0011
3338	EQT UN Equity	Point72 Asset Management LP	0.0000
3339	EQT UN Equity	Alyeska Investment Group LP	0.0018
3340	EQT UN Equity	Deltec Asset Management LLC	0.0444
3341	ES UN Equity	Millennium Management LLC/NY	0.0009
3342	ES UN Equity	AQR Capital Management LLC	0.0011
3343	ES UN Equity	Two Sigma Investments LP	0.0000
3344	ES UN Equity	Scoggin Management LP	0.2388
3345	ES UN Equity	Renaissance Technologies LLC	0.0002
3346	ES UN Equity	Adage Capital Management LP	0.0000
3347	ES UN Equity	Zimmer Partners LP	0.0027
3348	ES UN Equity	Holocene Advisors LP	0.0004
3349	ES UN Equity	MARSHALL WACE	0.0000
3350	ES UN Equity	Corient Private Wealth LLC	0.0001
3351	ES UN Equity	Squarepoint Ops LLC	0.0003
3352	ES UN Equity	Verition Fund Management LLC	0.0007
3353	ES UN Equity	Ergoteles LLC	0.0021
3354	ES UN Equity	Balyasny Asset Management LP	0.0001
3355	ES UN Equity	Cipher Capital LP	0.0069
3356	ES UN Equity	Point72 Asset Management LP	0.0000
3357	ES UN Equity	ExodusPoint Capital Management LP	0.0004
3358	ES UN Equity	DE Shaw & Co LP	0.0000
3359	ES UN Equity	Element Capital Management LLC	0.0022
3360	ES UN Equity	Tudor Investment Corp	0.0005
3361	ESS UN Equity	Rush Island Management LP	0.1298
3362	ESS UN Equity	AEW Capital Management LP	0.0316
3363	ESS UN Equity	Waterfront Capital Partners LLC	0.0430
3364	ESS UN Equity	GEM Realty Capital Inc	0.0434
3365	ESS UN Equity	American Assets Investment Managem	0.0154
3366	ESS UN Equity	Capital Fund Management SA	0.0020
3367	ESS UN Equity	Citadel Advisors LLC	0.0001
3368	ESS UN Equity	AQR Capital Management LLC	0.0001
3369	ESS UN Equity	Gotham Asset Management LLC	0.0013
3370	ESS UN Equity	Holocene Advisors LP	0.0001
3371	ESS UN Equity	Millennium Management LLC/NY	0.0000
3372	ESS UN Equity	Two Sigma Investments LP	0.0000
3373	ESS UN Equity	Oak Thistle LLC	0.0091
3374	ESS UN Equity	Camelot Portfolios LLC	0.0107
3375	ESS UN Equity	ExodusPoint Capital Management LP	0.0002
3376	ESS UN Equity	LMCG Investments LLC	0.0007
3377	ESS UN Equity	DE Shaw & Co LP	0.0000
3378	ESS UN Equity	Osterweis Capital Management Inc	0.0006
3379	ESS UN Equity	Squarepoint Ops LLC	0.0000
3380	ESS UN Equity	IEQ Capital LLC	0.0001
3381	ETN UN Equity	Coatue Management LLC	0.0175
3382	ETN UN Equity	Clean Energy Transition LLP	0.1766
3383	ETN UN Equity	Adage Capital Management LP	0.0000
3384	ETN UN Equity	Millennium Management LLC/NY	0.0009
3385	ETN UN Equity	Lansdowne Partners UK LLP	0.0746
3386	ETN UN Equity	Point72 Asset Management LP	0.0000
3387	ETN UN Equity	Williams Jones Wealth Management L	0.0070
3388	ETN UN Equity	Citadel Advisors LLC	0.0004
3389	ETN UN Equity	Scopus Asset Management LP	0.0134
3390	ETN UN Equity	Corient Private Wealth LLC	0.0008
3391	ETN UN Equity	AQR Capital Management LLC	0.0006
3392	ETN UN Equity	ExodusPoint Capital Management LP	0.0031
3393	ETN UN Equity	Bornite Capital Management LP	0.0504
3394	ETN UN Equity	Two Sigma Investments LP	0.0000
3395	ETN UN Equity	Fiduciary Trust International LLC	0.0129
3396	ETN UN Equity	Sandler Capital Management	0.0235
3397	ETN UN Equity	Squarepoint Ops LLC	0.0010
3398	ETN UN Equity	Arrowstreet Capital LP	0.0002
3399	ETN UN Equity	Waratah Capital Advisors Ltd	0.0079
3400	ETN UN Equity	Prospector Partners LLC	0.0205
3401	ETR UN Equity	Millennium Management LLC/NY	0.0014
3402	ETR UN Equity	Zimmer Partners LP	0.0282
3403	ETR UN Equity	Citadel Advisors LLC	0.0014
3404	ETR UN Equity	Point72 Asset Management LP	0.0000
3405	ETR UN Equity	Two Sigma Investments LP	0.0000
3406	ETR UN Equity	DE Shaw & Co LP	0.0000
3407	ETR UN Equity	HITE Hedge Asset Management LLC	0.0482
3408	ETR UN Equity	AQR Capital Management LLC	0.0009
3409	ETR UN Equity	Adage Capital Management LP	0.0000
3410	ETR UN Equity	Cubist Systematic Strategies LLC	0.0040
3411	ETR UN Equity	TwinBeech Capital LP	0.0063
3412	ETR UN Equity	Verition Fund Management LLC	0.0046
3413	ETR UN Equity	Schonfeld Strategic Advisors LLC	0.0023
3414	ETR UN Equity	Squarepoint Ops LLC	0.0012
3415	ETR UN Equity	LMR Partners LLP	0.0038
3416	ETR UN Equity	ExodusPoint Capital Management LP	0.0014
3417	ETR UN Equity	Teza Capital Management LLC	0.0101
3418	ETR UN Equity	MARSHALL WACE	0.0000
3419	ETR UN Equity	Tudor Investment Corp	0.0016
3420	ETR UN Equity	Renaissance Technologies LLC	0.0001
3421	ETSY UW Equity	Two Sigma Investments LP	0.0000
3422	ETSY UW Equity	Renaissance Technologies LLC	0.0018
3423	ETSY UW Equity	Point72 Asset Management LP	0.0000
3424	ETSY UW Equity	Goodnow Investment Group LLC	0.0720
3425	ETSY UW Equity	Millennium Management LLC/NY	0.0004
3426	ETSY UW Equity	Arrowstreet Capital LP	0.0004
3427	ETSY UW Equity	Squarepoint Ops LLC	0.0015
3428	ETSY UW Equity	Schonfeld Strategic Advisors LLC	0.0018
3429	ETSY UW Equity	TwinBeech Capital LP	0.0039
3430	ETSY UW Equity	Cubist Systematic Strategies LLC	0.0019
3431	ETSY UW Equity	Citadel Advisors LLC	0.0001
